MPC,MPC SIZE,"Net Amount no VAT (Ret, 445)","Qty sold (Ret, 445)",On hand Qty,In transit Qty,445 Year,445 Month,445 Week,Date YYYYMMDD,Transaction ID,Min Sale Date (Ret),Country,Store,Gender (code),Comm. Category SubGroup,Comm. Category Group,Comm. Category,Comm. SubCategory,Operative Brand,Group,Style (code),Fabric (code),Color (code),Color,Fabric,Theme (code),Current Sale Season (code),Size (code),MFO/EOS,MD DATE,CURRENT MD STATUS,MD %,SEASON DROP
10192271A139482BF7P,10192271A139482BF7P@410,220.5,1,,0,FY2026,06,22,20250829,17676373,8/29/2025,USA,OUTLET NY Woodbury,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,LA MEDUSA,1019227,1A13948,2BF7P,Black+Purple-Palladum,CALF LEATHER,MFO,2024PE,410,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
10212421A156431W000,10212421A156431W000@425,332.5,1,1,0,FY2026,06,22,20250829,17676374,8/29/2025,USA,OUTLET Houston Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,MILANO RUNNER,1021242,1A15643,1W000,Optical White,LEATHER+SUEDE+BAROQUE JACQUARD NYLON+VERSACE EMBRODERY,MFO,2024AI,425,MFO,,FP,,FW24 MFO Main Drop 1
10155911A088971B00P,10155911A088971B00P@460,332.5,1,2,0,FY2026,06,22,20250829,17676375,8/29/2025,USA,OUTLET NY Woodbury,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,ICON,1015591,1A08897,1B00P,Black-Palladium,CALF LEATHER+ENAMEL HW,MFO,2024AI,460,MFO,,FP,,FW24 MFO Main Drop 2
1021602DVIT3T1G57V,1021602DVIT3T1G57V@UNICA,357,1,3,2,FY2026,06,22,20250829,17676376,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,LA MEDUSA,1021602,DVIT3T,1G57V,Bright Green-Bright Green-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,20250827,MD,40%,FW24 MFO Main Drop 0
A89559SA230901A2003,A89559SA230901A2003@40,206.5,1,1,0,FY2026,06,22,20250829,17676376,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,A89559S,A230901,A2003,black-gold,COTTON JERSEY,MFO,2023PE,40,MFO,20250926,MD,20%,Prev Gaze (SS24 or older)
10062761A021501B00P,10062761A021501B00P@115,131.25,1,,0,FY2026,06,22,20250829,17676376,8/29/2025,USA,OUTLET Orlando Vineland Premium,M,BELT,Accessories,BELT,BELT,Versace Accessories,ICON,1006276,1A02150,1B00P,Black-Palladium,CALF LEATHER,MFO,2024PE,115,MFO,20250926,MD,60%,SS24 MFO Main Drop 1
AU10028A232741A70W,AU10028A232741A70W@3,19.25,1,,1,FY2026,06,22,20250829,17676376,8/29/2025,USA,OUTLET Orlando Vineland Premium,M,RTW,Ready to Wear,UNDERWEAR,PANTIES,Versace Underwear and Beachwear,-missing description-,AU10028,A232741,A70W,blue-gold,JERSEY TOPEKA BI-STRETCH COTTON ORGANIC,*,2024PE,3,EOS,20250926,MD,50%,SS24 U&B DTO Targeted Pricing
10167111A118611B000,10167111A118611B000@420,277.2,1,,1,FY2026,06,22,20250829,17676376,8/29/2025,USA,OUTLET Orlando Vineland Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,MERCURY,1016711,1A11861,1B000,Black,CALF LEATHER,*,2025PE,420,EOS,,FP,,Mercury Sneakers All Doors (Selling all 3 channels) - Jun 25 drop
10133771A104581B000,10133771A104581B000@460,204.75,1,,0,FY2026,06,22,20250829,17676378,8/29/2025,USA,OUTLET North Georgia Premium,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,NEW BASKET,1013377,1A10458,1B000,Black,CALF LEATHER+FABRIC,MFO,2024PE,460,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10147341A020871B00V,10147341A020871B00V@370,385,1,1,0,FY2026,06,22,20250829,17676380,8/29/2025,USA,OUTLET North Georgia Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,TRIBUTE,1014734,1A02087,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2025PE,370,MFO,,FP,,ACT SS25 GAZE
10144271A140522D370,10144271A140522D370@XS,110.25,1,,0,FY2026,06,22,20250829,17676382,8/29/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1014427,1A14052,2D370,Mint+Print,1/30 JERSEY COTTON FABRIC + BAROQUE WAVE PRINT,MFO,2024PE,XS,MFO,20250926,MD,60%,SS24 MFO Flash Drop 3
10122921A006203J000,10122921A006203J000@UNICA,173.25,1,1,0,FY2026,06,22,20250829,17676382,8/29/2025,USA,OUTLET Las Vegas North Premium,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,NECKLACE,Versace Accessories,MEDUSA COIN,1012292,1A00620,3J000,Versace Gold,METAL,MFO,2025PE,UNICA,MFO,,FP,,ACT SS25 GAZE
10016001A159715B000,10016001A159715B000@UNIC,227.5,1,9,0,FY2026,06,22,20250829,17676385,8/29/2025,USA,OUTLET NY Woodbury,X,SILK & OTHER ACC,Accessories,SILK OTHER ACC,FOULARD,Versace Silk Accessories,-missing description-,1001600,1A15971,5B000,Black+Gold,SILK TWILL VERSACE LEAFY,MFO,2024AI,UNIC,MFO,,FP,,FW24 MFO Main Drop 1
10028851A021871B00V,10028851A021871B00V@UNICA,525,1,4,0,FY2026,06,22,20250829,17676386,8/29/2025,USA,OUTLET SF Livermore,M,BAGS,Accessories,BAGS,MESSENGER,Versace Accessories,ICON,1002885,1A02187,1B00V,Black-Versace Gold,GRAINY CALF,MFO,2025PE,UNICA,MFO,,FP,,ACT SS25 GAZE
10146181A081761B00V,10146181A081761B00V@370,-185.62,-1,,0,FY2026,06,22,20250829,17676392,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,ICON,1014618,1A08176,1B00V,Black-Versace Gold,PATENT LEATHER+METAL HW,MFO,2023AI,370,MFO,20250926,MD,60%,FW23 MFO Drop 1
10028841A021871B00V,10028841A021871B00V@UNICA,437.5,1,5,0,FY2026,06,22,20250829,17676393,8/29/2025,USA,OUTLET LA Cabazon,M,BAGS,Accessories,BAGS,BELT BAG,Versace Accessories,ICON,1002884,1A02187,1B00V,Black-Versace Gold,GRAINY CALF,MFO,2025PE,UNICA,MFO,,FP,,ACT SS25 GAZE
10207161A150331B00V,10207161A150331B00V@UNICA,768.75,1,9,0,FY2026,06,22,20250829,17676398,8/29/2025,USA,OUTLET Miami Sawgrass,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1020716,1A15033,1B00V,Black-Versace Gold,CALF LEATHER + METAL HW,MFO,2024AI,UNICA,MFO,,FP,,FW24 MFO Main Drop 1
10147481A086631B00V,10147481A086631B00V@370,356.25,1,3,0,FY2026,06,22,20250829,17676398,8/29/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1014748,1A08663,1B00V,Black-Versace Gold,CALF LEATHER+METAL HW,MFO,2024AI,370,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
10144601A094492BE4C,10144601A094492BE4C@420,595,1,2,0,FY2026,06,22,20250829,17676398,8/29/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,LA GRECA,1014460,1A09449,2BE4C,Black+Off White-Light Gold,FABRIC+ RESPONSIBLE FABRIC,*,2026PE,420,EOS,,FP,,"FP La greca sneaker styles - Jun 25 Drop, Expanded to Additional Doors Sep 25"
O2150QO134187ONUL,O2150QO134187ONUL@TU,249,1,7,0,FY2026,06,22,20250829,17676399,8/29/2025,USA,OUTLET Las Vegas North Premium,M,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O2150Q,O134187,ONUL,NUL,COL. 134187,*,*,TU,EOS,,FP,,SS24 EOS - HOME/LIC
1008100DVIT2T1GB4V,1008100DVIT2T1GB4V@UNICA,-530.13,-1,3,0,FY2026,06,22,20250829,17676400,8/29/2025,Canada,OUTLET Halton Hills,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,LA MEDUSA,1008100,DVIT2T,1GB4V,Citron-Citron-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,20250827,MD,40%,FW24 MFO Main Drop 0
O4414O3148755ONUL,O4414O3148755ONUL@TU,151.5,1,,0,FY2026,06,22,20250829,17676400,8/29/2025,Canada,OUTLET Halton Hills,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4414,O3148755,ONUL,NUL,WHITE,*,*,TU,EOS,20250814,MD,30%,"EOS Licenses for OUTL -AGED, SLOWSELLERS OUTL"
10126011A065375P110,10126011A065375P110@44,349.62,1,,0,FY2026,06,22,20250829,17676400,8/29/2025,Canada,OUTLET Halton Hills,F,RTW,Ready to Wear,SHIRT,FORMAL SHIRT,Versace Apparel,-missing description-,1012601,1A06537,5P110,Pink+White,GEO  SILK FABRIC PRINT ALL OVER  LOGO,MFO,2024PE,44,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
10146181A086631PV4V,10146181A086631PV4V@390,352.15,1,1,0,FY2026,06,22,20250829,17676400,8/29/2025,Canada,OUTLET Halton Hills,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,ICON,1014618,1A08663,1PV4V,Soft Pink-Versace Gold,CALF LEATHER+METAL HW,MFO,2024PE,390,MFO,20250926,MD,20%,SS24 MFO Main Drop 1
10016001A159715B000,10016001A159715B000@UNIC,227.5,1,5,2,FY2026,06,22,20250829,17676402,8/29/2025,USA,OUTLET Orlando Vineland Premium,X,SILK & OTHER ACC,Accessories,SILK OTHER ACC,FOULARD,Versace Silk Accessories,-missing description-,1001600,1A15971,5B000,Black+Gold,SILK TWILL VERSACE LEAFY,MFO,2024AI,UNIC,MFO,,FP,,FW24 MFO Main Drop 1
O4395O53467359ONUL,O4395O53467359ONUL@TU,329,1,4,0,FY2026,06,22,20250829,17676403,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4395,O53467359,ONUL,NUL,HAVANA,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLET ATS
10193131A006214J090,10193131A006214J090@19,136.5,1,1,0,FY2026,06,22,20250829,17676403,8/29/2025,USA,OUTLET Orlando Vineland Premium,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,RING,Versace Accessories,MEDUSA CRYSTAL,1019313,1A00621,4J090,Versace Gold-Crystal,METAL+STRASS,MFO,2025PE,19,MFO,,FP,,ACT SS25 GAZE
DG5F028SDJMX4J090,DG5F028SDJMX4J090@21,295,1,1,0,FY2026,06,22,20250829,17676403,8/29/2025,USA,OUTLET Orlando Vineland Premium,X,FASHION JEWELRY,Accessories,FASHION JEWELRY,RING,Versace Accessories,MEDUSA CRYSTAL,DG5F028S,DJMX,4J090,Versace Gold-Crystal,METAL+STRASS,MFO,2025PE,21,MFO,,FP,,ACT SS25 GAZE
R750132R100MLSRNUL,R750132R100MLSRNUL@TU,120,1,3,0,FY2026,06,22,20250829,17676404,8/29/2025,USA,OUTLET Wrentham,F,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R750132,R100MLS,RNUL,NUL,100 ML SPRAY,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLETS
A89500S1A140502BI10,A89500S1A140502BI10@3XL,192.5,1,,0,FY2026,06,22,20250829,17676405,8/29/2025,USA,OUTLET San Marcos Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,A89500S,1A14050,2BI10,Black+Gold,COMMTO JERSEY + MEDUSA EMBROIDERY,MFO,2025PE,3XL,MFO,,FP,,ACT SS25 GAZE
10212421A156431B000,10212421A156431B000@440,332.5,1,2,0,FY2026,06,22,20250829,17676406,8/29/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,MILANO RUNNER,1021242,1A15643,1B000,Black,LEATHER+SUEDE+BAROQUE JACQUARD NYLON+VERSACE EMBRODERY,MFO,2024AI,440,MFO,,FP,,FW24 MFO Main Drop 1
10192251A086631B00V,10192251A086631B00V@370,367.5,1,1,0,FY2026,06,22,20250829,17676412,8/29/2025,USA,OUTLET Wrentham,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1019225,1A08663,1B00V,Black-Versace Gold,CALF LEATHER+METAL HW,MFO,2024AI,370,MFO,,FP,,FW24 MFO Main Drop 1
10121741A102455B000,10121741A102455B000@XL,199.5,1,,0,FY2026,06,22,20250829,17676413,8/29/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1012174,1A10245,5B000,Black+Gold,JERSEY FABRIC HERITAGE PRINT + LOGO EMBROIDERY,MFO,2024PE,XL,MFO,20250926,MD,50%,Prev Gaze (SS24 or older)
10122451A093181D040,10122451A093181D040@41,332.5,1,2,0,FY2026,06,22,20250829,17676417,8/29/2025,USA,OUTLET Houston Premium,M,RTW,Ready to Wear,DENIM/JEANS,PANTS,Versace Apparel,-missing description-,1012245,1A09318,1D040,Black,BLACK STRETCH STONE WASHED DENIM + MEDUSA EMBROIDERY,MFO,2023AI,41,MFO,,FP,,Prev Gaze (SS24 or older)
10133531A093212VE9V,10133531A093212VE9V@UNICA,536.55,1,,0,FY2026,06,22,20250829,17676419,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,BAGS,Accessories,BAGS,SHOULDER,Versace Accessories,ICON,1013353,1A09321,2VE9V,Baby Blue+Gentian Blue-Versace Gold,FABRIC JACQUARD+CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
1009707D1VS1U04V,1009707D1VS1U04V@460,332.5,1,1,0,FY2026,06,22,20250829,17676421,8/29/2025,USA,OUTLET San Marcos Premium,M,SHOES,Accessories,SHOES,DRIVERS,Versace Accessories,LA GRECA,1009707,D1VS,1U04V,Navy-Versace Gold,CALF LEATHER,MFO,2025PE,460,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
1013024D2VE1B00V,1013024D2VE1B00V@385,269.5,1,1,0,FY2026,06,22,20250829,17676422,8/29/2025,USA,OUTLET Houston Premium,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,MEDUSA 95,1013024,D2VE,1B00V,Black-Versace Gold,CALF LEATHER,*,2024AI,385,EOS,20250827,MD,30%,FW24 EOS - July 25 Drop
10147481A139412GI4V,10147481A139412GI4V@375,189,1,,0,FY2026,06,22,20250829,17676423,8/29/2025,USA,OUTLET San Marcos Premium,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,ICON,1014748,1A13941,2GI4V,Mint+White-Versace Gold,FABRIC,MFO,2024PE,375,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
R742008R050MLSRNUL,R742008R050MLSRNUL@TU,109,1,2,4,FY2026,06,22,20250829,17676426,8/29/2025,USA,OUTLET Las Vegas North Premium,M,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R742008,R050MLS,RNUL,NUL,50 ML SPRAY,*,*,TU,EOS,,FP,,EOS Licenses for OUTL -OUTLETS
10101191A137615K400,10101191A137615K400@52,192.5,1,,0,FY2026,06,22,20250829,17676427,8/29/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,-missing description-,1010119,1A13761,5K400,Sand+Gold,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024PE,52,MFO,20250926,MD,60%,SS24 MFO Main Drop 2
10101191A137615U960,10101191A137615U960@52,231,1,1,4,FY2026,06,22,20250829,17676427,8/29/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,PANTS,SHORT PANTS,Versace Apparel,-missing description-,1010119,1A13761,5U960,Navy Blue,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024PE,52,MFO,20250926,MD,50%,SS24 MFO Main Drop 2
10119421A140676WF80,10119421A140676WF80@430,231,1,2,0,FY2026,06,22,20250829,17676428,8/29/2025,USA,OUTLET LA Cabazon,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,RUNNER,1011942,1A14067,6WF80,White+Kakhi+Military,FABRIC+CALF LEATHER+SUEDE,MFO,2024PE,430,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
PVE2T004P0022PNUL,PVE2T004P0022PNUL@TU,660,1,,0,FY2026,06,22,20250829,17676429,8/29/2025,USA,OUTLET Miami Sawgrass,M,LICENSES,Licenses,WATCHES,WATCHES,Versace Precious Items,-missing description-,PVE2T004,P0022,PNUL,NUL,2022,*,*,TU,EOS,,FP,,Licenses only trading in OUTL - OUTLET ATS
PVEKA007P0022PNUL,PVEKA007P0022PNUL@TU,540,1,,0,FY2026,06,22,20250829,17676429,8/29/2025,USA,OUTLET Miami Sawgrass,M,LICENSES,Licenses,WATCHES,WATCHES,Versace Precious Items,-missing description-,PVEKA007,P0022,PNUL,NUL,2022,*,*,TU,EOS,,FP,,SS24 EOS - HOME/LIC
R510032R090MLSRNUL,R510032R090MLSRNUL@TU,128,1,8,0,FY2026,06,22,20250829,17676430,8/29/2025,USA,OUTLET LA Cabazon,F,LICENSES,Licenses,FRAGRANCES,FRAGRANCES,Versace Perfumes,-missing description-,R510032,R090MLS,RNUL,NUL,90 ML SPRAY,*,*,TU,EOS,,FP,,FP Licenses -BTQS + OUTLETS
10147351A100801B00V,10147351A100801B00V@390,367.5,1,,0,FY2026,06,22,20250829,17676432,8/29/2025,USA,OUTLET Miami Sawgrass,F,SHOES,Accessories,SHOES,MULE/SANDALS,Versace Accessories,TRIBUTE,1014735,1A10080,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,390,MFO,,FP,,Prev Gaze (SS24 or older)
10101031A137615B000,10101031A137615B000@62,472.5,1,,0,FY2026,06,22,20250829,17676433,8/29/2025,USA,OUTLET Miami Sawgrass,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1010103,1A13761,5B000,Black+Gold,TWILL POLY GRS BAROQUE LEAF PRINT,MFO,2024AI,62,MFO,,FP,,FW24 MFO Main Drop 2
10062721A042641UC70,10062721A042641UC70@460,250,1,3,0,FY2026,06,22,20250829,17676434,8/29/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,SANDALS,Versace Accessories,OTHER,1006272,1A04264,1UC70,Navy Blue,RUBBER,MFO,2024PE,460,MFO,,FP,,FW24 MFO Main Drop 1
10133561A140121R07V,10133561A140121R07V@UNICA,428.75,1,,0,FY2026,06,22,20250829,17676436,8/29/2025,USA,OUTLET North Georgia Premium,F,SLG,Accessories,SLG,POUCH,Versace Accessories,VIRTUS,1013356,1A14012,1R07V,Coral+Versace Gold,CALF LEATHER,MFO,2024PE,UNICA,MFO,20250731,MD,30%,SS24 MFO Main Drop 1
10144601A007762W020,10144601A007762W020@450,595,1,1,0,FY2026,06,22,20250829,17676437,8/29/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,LA GRECA,1014460,1A00776,2W020,White+Black,FABRIC+EMBROIDERY,*,2026PE,450,EOS,,FP,,"FP La greca sneaker styles - Jun 25 Drop, Expanded to Additional Doors Sep 25"
10163071A115096W690,10163071A115096W690@440,-476,-1,1,0,FY2026,06,22,20250829,17676437,8/29/2025,USA,OUTLET Miami Sawgrass,M,SHOES,Accessories,SHOES,SNEAKERS,Versace Accessories,MERCURY,1016307,1A11509,6W690,White+Silver+Gold,CALF LEATHER,*,2025PE,440,EOS,,FP,,Mercury Sneakers All Doors (Selling all 3 channels) - Jun 25 drop
O4402OGB18759ONUL,O4402OGB18759ONUL@TU,174.3,1,5,0,FY2026,06,22,20250829,17676439,8/29/2025,USA,OUTLET North Georgia Premium,F,LICENSES,Licenses,SUNGLASSES,SUNGLASSES,Versace Glasses,-missing description-,O4402,OGB18759,ONUL,NUL,BLACK,*,*,TU,EOS,20250814,MD,30%,"EOS Licenses for OUTL -AGED, SLOWSELLERS OUTL"
10146161A086631PV4V,10146161A086631PV4V@400,346.5,1,3,0,FY2026,06,22,20250829,17676440,8/29/2025,USA,OUTLET Wrentham,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,ICON,1014616,1A08663,1PV4V,Soft Pink-Versace Gold,CALF LEATHER+METAL HW,MFO,2024PE,400,MFO,20250926,MD,20%,SS24 MFO Main Drop 1
10118611A120762VI70,10118611A120762VI70@M,262.5,1,,0,FY2026,06,22,20250829,17676441,8/29/2025,USA,OUTLET Chicago Fashion,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1011861,1A12076,2VI70,Blu Hydragea + Nero,JERSEY FABRIC + MEDUSA VERSACE GRECA PRINT,MFO,2024PE,M,MFO,20250926,MD,30%,SS24 MFO Main Drop 2
AU100022A232741A80G,AU100022A232741A80G@6,15,1,,2,FY2026,06,22,20250829,17676441,8/29/2025,USA,OUTLET Chicago Fashion,M,RTW,Ready to Wear,UNDERWEAR,PANTIES,Versace Underwear and Beachwear,-missing description-,AU100022,A232741,A80G,black gold Greek key,JERSEY TOPEKA BI-STRETCH COTTON ORGANIC,*,2024PE,6,EOS,20250417,MD,70%,SS24 U&B DTO Targeted Pricing
10142751A115991E090,10142751A115991E090@36,556.5,1,,0,FY2026,06,22,20250829,17676442,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1014275,1A11599,1E090,Light Grey,GOTS JERSEY FABRIC WITH HOT FIX MEDUSA EMBROIDERY,LV,2024AI,36,EOS,,FP,,#N/A
10206691A151105P210,10206691A151105P210@38,323.75,1,1,0,FY2026,06,22,20250829,17676442,8/29/2025,USA,OUTLET Orlando Vineland Premium,F,RTW,Ready to Wear,OUTERWEAR,BLOUSON,Versace Apparel,-missing description-,1020669,1A15110,5P210,Candy+Black,PLAIN NYLON FABRIC WITH MONOGRAM PRINT DETAILS,MFO,2024PE,38,MFO,20250926,MD,60%,SS24 MFO Flash Drop 3
10133021A124502B510,10133021A124502B510@2XL,332.5,1,,0,FY2026,06,22,20250829,17676442,8/29/2025,USA,OUTLET Orlando Vineland Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1013302,1A12450,2B510,Black+Print,COMPACT COTTON JERSEY FABRIC + HOUSE OF VERSACE PRINT,*,2024AI,2XL,EOS,,FP,,FW24 EOS - Aug 25 Drop
10101031A046865O010,10101031A046865O010@58,306.25,1,,0,FY2026,06,22,20250829,17676443,8/29/2025,USA,OUTLET LA Cabazon,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1010103,1A04686,5O010,Tangerine+Multicolor,TWILL SILK FABRIC WITH LEOPARD ALLOVER PRINT,MFO,2024PE,58,MFO,20250926,MD,60%,SS24 MFO Flash Drop 3
10206531A077181VA90,10206531A077181VA90@L,166.25,1,,0,FY2026,06,22,20250829,17676444,8/29/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,SWEATPANTS,Versace Apparel,-missing description-,1020653,1A07718,1VA90,Summer Sky Blue,VERSACE ALL OVER SPONGE JACQUARD FABRIC,MFO,2024PE,L,MFO,20250926,MD,60%,SS24 MFO Flash Drop 3
10144271A140522W580,10144271A140522W580@3XL,245,1,,2,FY2026,06,22,20250829,17676444,8/29/2025,USA,OUTLET Las Vegas North Premium,M,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1014427,1A14052,2W580,White + Print,1/30 JERSEY COTTON FABRIC + BAROQUE WAVE PRINT,MFO,2024PE,3XL,MFO,20250926,MD,30%,SS24 MFO Flash Drop 3
1013024D2VE1B00V,1013024D2VE1B00V@385,-269.5,-1,1,0,FY2026,06,22,20250829,17676445,8/29/2025,USA,OUTLET Houston Premium,F,SHOES,Accessories,SHOES,PUMP/SLINGBACKS,Versace Accessories,MEDUSA 95,1013024,D2VE,1B00V,Black-Versace Gold,CALF LEATHER,*,2024AI,385,EOS,20250827,MD,30%,FW24 EOS - July 25 Drop
10158371A113382B510,10158371A113382B510@54,717.5,1,,0,FY2026,06,22,20250829,17676446,8/29/2025,USA,OUTLET Orlando Vineland Premium,M,RTW,Ready to Wear,SHIRT,INFORMAL SHIRT,Versace Apparel,-missing description-,1015837,1A11338,2B510,Black+Print,POPLIN FABRIC + COUPE DES DIEUX PRINT AND VERSACE STAMP EMBROIDERY,*,2024AI,54,EOS,,FP,,FW24 EOS - Aug 25 Drop
A89567SA230902A2003,A89567SA230902A2003@36,-232.75,-1,,0,FY2026,06,22,20250829,17676448,8/29/2025,USA,OUTLET San Marcos Premium,F,RTW,Ready to Wear,JERSEY,SWEATSHIRT,Versace Apparel,-missing description-,A89567S,A230902,A2003,black-gold,JERSEY FELPA GARZATA COMM.TO,MFO,2023AI,36,MFO,20250814,MD,30%,Prev Gaze (SS24 or older)
10102591A120362P450,10102591A120362P450@44,-276.5,-1,,0,FY2026,06,22,20250829,17676448,8/29/2025,USA,OUTLET San Marcos Premium,F,RTW,Ready to Wear,JERSEY,T-SHIRT,Versace Apparel,-missing description-,1010259,1A12036,2P450,Pink+White,COTTON JERSEY FABRIC LOGO PRINT,MFO,2024PE,44,MFO,20250926,MD,30%,SS24 MFO Main Drop 2
1008105DVIT2T1B00V,1008105DVIT2T1B00V@UNICA,122.5,1,2,0,FY2026,06,22,20250829,17676449,8/29/2025,USA,OUTLET Las Vegas North Premium,F,SLG,Accessories,SLG,CARD CASE/COIN PURSE,Versace Accessories,LA MEDUSA,1008105,DVIT2T,1B00V,Black-Versace Gold,CALF LEATHER,MFO,2024AI,UNICA,MFO,,FP,,ACT FW24 GAZE - OUT FOR SS25
1011851A2313772B130,1011851A2313772B130@L,276.5,1,1,1,FY2026,06,22,20250829,17676451,8/29/2025,USA,OUTLET Miami Sawgrass,M,RTW,Ready to Wear,JERSEY,POLO,Versace Apparel,-missing description-,1011851,A231377,2B130,Black+Gold,PIQUET COTONE 30/1,MFO,2025PE,L,MFO,,FP,,ACT SS25 GAZE
10207971A151512B02V,10207971A151512B02V@UNICA,682.5,1,,0,FY2026,06,22,20250829,17676453,8/29/2025,USA,OUTLET Chicago Fashion,F,BAGS,Accessories,BAGS,TOTE,Versace Accessories,LA MEDUSA,1020797,1A15151,2B02V,Black+White-Gold Versace,FABRIC+CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Flash Drop 3
1008100DVIT2T1U30V,1008100DVIT2T1U30V@UNICA,441,1,5,9,FY2026,06,22,20250829,17676454,8/29/2025,USA,OUTLET NY Woodbury,F,BAGS,Accessories,BAGS,CLUTCH/EVENING,Versace Accessories,LA MEDUSA,1008100,DVIT2T,1U30V,Blue+Versace Gold,CALF LEATHER,MFO,2024PE,UNICA,MFO,20250926,MD,50%,SS24 MFO Main Drop 1
